frame,landmark,x,y,z,visibility
16,0,0.587884,0.254574,-0.162491,0.999907
16,1,0.593855,0.233321,-0.141348,0.999803
16,2,0.593418,0.232903,-0.141300,0.999741
16,3,0.592797,0.232027,-0.141253,0.999777
16,4,0.591032,0.227213,-0.177968,0.999922
16,5,0.588792,0.222726,-0.177998,0.999924
16,6,0.586298,0.218073,-0.178072,0.999936
16,7,0.576640,0.213469,-0.029164,0.999453
16,8,0.569758,0.199698,-0.195894,0.999946
16,9,0.576000,0.265057,-0.117069,0.999794
16,10,0.572395,0.258128,-0.165424,0.999927
16,11,0.542490,0.284561,0.092538,0.999596
16,12,0.483074,0.246897,-0.218232,0.999985
16,13,0.503879,0.419817,0.153857,0.085546
16,14,0.422430,0.374082,-0.262257,0.997880
16,15,0.509618,0.547349,0.060517,0.280593
16,16,0.413569,0.536039,-0.288960,0.992509
16,17,0.510952,0.580561,0.057289,0.313709
16,18,0.407523,0.574953,-0.314679,0.985102
16,19,0.513731,0.580095,0.022741,0.330397
16,20,0.416730,0.576418,-0.306295,0.985441
16,21,0.512431,0.568881,0.043133,0.316773
16,22,0.421601,0.565457,-0.282187,0.975975
16,23,0.485052,0.591767,0.090599,0.999332
16,24,0.453408,0.572001,-0.090537,0.999523
16,25,0.432624,0.770634,-0.105808,0.928751
16,26,0.398020,0.786304,-0.128442,0.978577
16,27,0.304471,0.839421,-0.008024,0.905355
16,28,0.283072,0.851108,0.053377,0.963057
16,29,0.286519,0.819557,-0.001236,0.886219
16,30,0.264546,0.837390,0.068378,0.916161
16,31,0.274586,0.926551,-0.087352,0.939965
16,32,0.253429,0.946752,0.000715,0.962828
17,0,0.589426,0.264062,-0.159833,0.999880
17,1,0.594846,0.243464,-0.139216,0.999759
